study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0923_Treat1_75,33,t51khhvr,665d91c2949028ea314ab770,Debrief,,c6rhs6hn,33,665d91c2949028ea314ab770,1,10000,15,1,60,18,6,10000,1,Treatment1,0,11,10000,10,5,23,71,4,0,2,3,3,1,3,4,4,4,4,3,14,29,1,0,12,7,1,"17 percent seems like about the right percentage, but it is hard to geusstimate without much more understanding;  this is proving challenging and a real test of wills; never has 200 characters left so much",FALSE,665d91c2949028ea314ab770,APPROVED,2024-09-24T01:37:50.625000Z,2024-09-24T02:03:50.046000Z,163,45,Female,White,Hungary,United States,United States,English,No,Full-Time,,60,10,0.7,132,,39,yes
24_0923_Treat1_75,15,7ucm6gf5,66686e57a681e08540b0f44a,Debrief,,c6rhs6hn,15,66686e57a681e08540b0f44a,1,10000,18,1,50,62,5,10000,1,Treatment1,0,5,10000,0,4,40,22,3,0,3,2,1,3,4,3,4,4,4,4,1,0,0,0,0,10,0,"I think it is a waste of your own time to not do any task to the full extent.  I don't like my time wasted,  so I will not waste someone else's. When I get to heaven I want to hold my head high. That includes even the simplest of things in my life. ",FALSE,66686e57a681e08540b0f44a,APPROVED,2024-09-24T01:31:02.011000Z,2024-09-24T01:39:25.155000Z,111,36,Female,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,105,,40,yes
24_0923_Treat1_75,66,jsyghwed,666f81881c85939cbdf62c6f,Debrief,,c6rhs6hn,66,666f81881c85939cbdf62c6f,1,10000,15,3,50,15,5,10000,1,Treatment1,0,22,10000,10,5,33,50,2,0,2,2,2,2,2,2,4,5,3,2,17,9,2,0,0,36,0,Zero. Why is there a need to put down 200 characters for this. I did the survey honest and fair with no distractions. Best of luck with the rest of your study. Interesting study I have done one similar to this one,FALSE,666f81881c85939cbdf62c6f,APPROVED,2024-09-24T01:55:27.445000Z,2024-09-24T02:03:25.806000Z,133,26,Male,White,United States,United States,United States,English,No,Full-Time,,50,10,0.6,148,,41,yes
24_0923_Treat1_75,20,qxtlp3wu,6670bac7a5449efded188fcf,Debrief,,c6rhs6hn,20,6670bac7a5449efded188fcf,1,10000,22,2,60,16,6,10000,1,Treatment1,0,8,10000,10,5,62,71,1,0,5,2,2,1,1,3,4,5,5,1,0,0,0,0,0,17,0,Inadequate learning opportunities. Inability to ascertain the situation. Frustrattion. Instructions unclear or non existent.  Failure to understand.  That is the purpose. Lack of sufficient motivation. Laziness. Being prompted to do so in a manner that is not ,FALSE,6670bac7a5449efded188fcf,APPROVED,2024-09-24T01:32:27.319000Z,2024-09-24T01:47:23.264000Z,139,63,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,348,,42,yes
24_0923_Treat1_75,48,l4hka3g5,6675c16fcd29ab014a381364,Debrief,,c6rhs6hn,48,6675c16fcd29ab014a381364,1,10000,12,2,60,17,6,10000,1,Treatment1,0,17,10000,0,6,45,4,6,0,3,1,1,2,2,3,4,5,5,3,21,0,4,0,7,12,0,"i stand on the fact that i never misreported in the sense that, i tossed a coin 10 times as instructed and reported the results accordingly. that is 6 heads and 4 tails if i do recall carefully. for the sake of the quality of the data, i will never misreport ",FALSE,6675c16fcd29ab014a381364,APPROVED,2024-09-24T01:40:38.501000Z,2024-09-24T01:52:42.839000Z,10,59,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,60,0,0.6,253,,43,yes
24_0923_Treat1_75,47,ofkx10h6,6686d1e939accbf766c54889,Debrief,,c6rhs6hn,47,6686d1e939accbf766c54889,1,10000,19,3,60,81,6,10000,1,Treatment1,0,14,10000,0,6,87,25,2,0,2,1,2,4,2,2,3,5,2,4,0,0,8,0,0,8,0,I really don't see the point in doing that. If you aren't going to do it correctly then why participate at all. There really is no good reason for not following the directions. Not very difficult to follow dircections. ,FALSE,6686d1e939accbf766c54889,APPROVED,2024-09-24T01:40:32.290000Z,2024-09-24T01:57:26.724000Z,189,35,Female,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,140,,44,yes
24_0923_Treat1_75,55,nbict377,669adacde19a9b9247faa027,Debrief,,c6rhs6hn,55,669adacde19a9b9247faa027@email.prolific.com,1,10000,20,1,40,28,4,10000,1,Treatment1,0,20,10000,0,4,62,34,4,0,3,2,1,3,2,3,3,5,4,2,0,3,0,0,0,11,0,"The way misreporting could be justified is if the coin flipped onto the ground and could not verify if it was heads or tales, another possible way would be the the coin had no headd or tails on it or the coin got lost.",FALSE,669adacde19a9b9247faa027,APPROVED,2024-09-24T01:49:37.350000Z,2024-09-24T02:07:07.291000Z,33,57,Male,White,United States,United States,United States,English,No,Full-Time,,40,0,0.4,343,,45,yes
24_0923_Treat1_75,52,069j4jgp,669d966c26c1fa107697a423,Debrief,,c6rhs6hn,52,669d966c26c1fa107697a423,1,10000,13,3,60,19,6,10000,1,Treatment1,0,18,10000,10,5,75,55,6,0,2,3,2,3,3,3,3,4,4,3,0,79,0,0,0,8,0,Never because it's meant to be honest and misrepresented data is not fair to those who conduct the surveys. therefore the data should be true and In good faith from the user to the survey issuers and those who ask for such information. ,FALSE,669d966c26c1fa107697a423,APPROVED,2024-09-24T01:46:30.911000Z,2024-09-24T01:59:28.688000Z,83,25,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,314,,46,yes
24_0923_Treat1_75,50,9kto9oi2,66a31849cc7f2fd869bb3b06,Debrief,,c6rhs6hn,50,66a31849cc7f2fd869bb3b06,1,10000,20,1,40,101,4,10000,1,Treatment1,0,18,10000,0,8,81,63,0,0,3,5,2,2,1,4,2,4,2,5,53,5,61,46,53,13,0,People are here to get quick cash.  I wont say it is justified but I can see the motivation.  The anonymous nature of this platform enables people to be dishonest.  There is little motivation to tell the truth when lying can result in more money.  ,FALSE,66a31849cc7f2fd869bb3b06,APPROVED,2024-09-24T01:42:07.889000Z,2024-09-24T01:59:07.580000Z,82,46,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,40,0,0.4,226,,47,yes
24_0923_Treat1_75,36,lxftmcc9,66a6563f5b48ef9ac1d41881,Debrief,,c6rhs6hn,36,66a6563f5b48ef9ac1d41881,1,10000,19,2,50,59,5,10000,1,Treatment1,0,16,10000,0,6,40,66,4,0,3,4,2,3,2,3,5,4,3,2,0,0,17,0,14,9,0,"None. I don't like to lie. I consider myself to be an honest person. I am a Christian and I try to live my life by those principles. Integrity is doing the right thing when no one is watching. I'm not a perfect man, but I always try to be the best person I can be.",FALSE,66a6563f5b48ef9ac1d41881,APPROVED,2024-09-24T01:37:51.179000Z,2024-09-24T01:52:57.976000Z,159,59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,50,0,0.5,212,,48,yes
24_0923_Treat1_75,14,k3mb6r0b,66a7d687c183d5d810af5a9d,Debrief,,c6rhs6hn,14,66a7d687c183d5d810af5a9d,1,10000,20,3,50,19,5,10000,1,Treatment1,0,3,10000,0,10,50,50,9,0,2,2,2,3,3,3,5,5,5,3,50,50,50,50,45,9,0,"Lying or falsifying information is not justifiable morally and may result in lies or harm. However, with misreporting some feel that the ends justify the means in situations when there could be safety or security at stake (think of saving someone from harm). Yet, preserving the trust by relaying information correctly and in the right is first, then you may opt to make a release.",TRUE,66a7d687c183d5d810af5a9d,APPROVED,2024-09-24T01:30:53.589000Z,2024-09-24T01:42:35.537000Z,55,25,Female,Black,Ghana,United States,United States,English,No,Full-Time,,50,0,0.5,408,,49,yes
24_0923_Treat1_75,4,cny50crl,66aeb095139bf1a357f7c53f,Debrief,,c6rhs6hn,4,66aeb095139bf1a357f7c53f,1,10000,15,3,60,109,6,10000,1,Treatment1,0,2,10000,10,5,9,6,2,0,3,4,1,4,1,3,3,4,2,2,0,0,0,0,0,5,0,I don't believe any misreporting in this study could be justified. I also don't see any reason why someone would want to misreport anything since they have nothing to gain from not telling the truth. ,FALSE,66aeb095139bf1a357f7c53f,APPROVED,2024-09-24T01:28:30.181000Z,2024-09-24T01:36:42.713000Z,88,46,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),,60,10,0.7,90,,50,yes
24_0923_Treat1_75,5,hzjj18oa,66afda246e3de817bb34c5eb,Debrief,,c6rhs6hn,5,66afda246e3de817bb34c5eb,1,10000,19,1,50,8,5,10000,1,Treatment1,0,4,10000,0,4,67,65,7,0,3,2,2,2,2,2,3,5,5,5,0,0,0,0,0,12,0,"Making misreporting justify is one of the difficult things that it is to be done, the fact that the statement is not true makes it injustified no matter how onetries to put it. Forv some case that one must misreprt themselves to save their life can aslo be oe of the reason why people misreport themselves. This can either be of good or  of bad when you csn yourself in such a complicated situation that you do not know what to do.",FALSE,66afda246e3de817bb34c5eb,APPROVED,2024-09-24T01:28:17.324000Z,2024-09-24T01:39:02.073000Z,36,26,Female,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,178,,51,yes
24_0923_Treat1_75,76,76ezr0md,66b30d310ddfa04ca4274bf1,Debrief,,c6rhs6hn,76,66b30d310ddfa04ca4274bf1,1,10000,5,1,50,75,5,10000,1,Treatment1,0,26,10000,10,5,55,81,3,0,1,2,2,2,4,4,4,3,4,3,2,1,0,5,25,10,0,One of the coin flips may have needed a do over since it nearly rolled under the couch. This caused a slight disruption in the flow of my last coin flip toss This is the honest to god's truth of it. Honestly...,FALSE,66b30d310ddfa04ca4274bf1,APPROVED,2024-09-24T02:02:43.829000Z,2024-09-24T02:18:22.067000Z,95,51,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),,50,10,0.6,182,,52,yes
24_0923_Treat1_75,9,bsa2rg0g,66b685d505079ba20c83fdd0,Debrief,,c6rhs6hn,9,66b685d505079ba20c83fdd0,1,10000,16,2,70,12,7,10000,1,Treatment1,0,3,10000,0,4,41,53,7,0,2,2,3,3,4,4,3,3,3,3,55,42,45,40,48,3,0,Misrepresentation could be justified if a person lost track of the count. But if you are factual than it shouldn't happen. Report the correct amount of data and be honest with your count. It could also be justified if you just did an estimate ,FALSE,66b685d505079ba20c83fdd0,APPROVED,2024-09-24T01:29:52.130000Z,2024-09-24T01:34:49.153000Z,114,34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,70,0,0.7,99,,53,yes
24_0923_Treat1_75,19,8i2cfeoa,66b8c5e1daadbf9eaf00864a,Debrief,,c6rhs6hn,19,66b8c5e1daadbf9eaf00864a,1,10000,18,3,70,19,7,10000,1,Treatment1,0,6,10000,10,5,70,21,3,0,4,1,1,3,1,1,4,5,3,2,0,0,12,0,0,4,0,I do not believe misreporting could be justified. What would be the point of lying to justify answers and in the end have skewed data. I don’t believe there would be any opportunity for misreporting in any area,FALSE,66b8c5e1daadbf9eaf00864a,APPROVED,2024-09-24T01:31:49.824000Z,2024-09-24T01:38:40.734000Z,129,37,Female,White,United States,United States,United States,English,No,Full-Time,,70,10,0.8,131,,54,yes
24_0923_Treat1_75,53,69lmwyp2,66ba7fb4e4657773cfbc9189,Debrief,,c6rhs6hn,53,66ba7fb4e4657773cfbc9189,1,10000,18,1,60,58,6,10000,1,Treatment1,0,19,10000,10,5,30,20,0,0,2,1,1,4,1,2,4,4,2,5,0,0,30,0,0,6,0,"Misreporting something to your wife could be understandable if it is to save their feelings, for example, during a family financial crisis.  But not for cheating or the like.  The others, there is no reason to misrepresent yourself. No need to risk losing being able to participate in prolific, no need to lie on apps as they will find out when they meet you, and no need to risk arrest to lie to the IRS.",FALSE,66ba7fb4e4657773cfbc9189,APPROVED,2024-09-24T01:47:06.412000Z,2024-09-24T01:56:54.746000Z,124,50,Male,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,135,,55,yes
24_0923_Treat1_75,72,qt1ihjk4,66c52738130801baec870ad5,Debrief,,c6rhs6hn,72,66c52738130801baec870ad5,1,10000,7,1,60,46,6,10000,1,Treatment1,0,25,10000,0,6,30,80,1,0,1,1,4,5,1,5,1,1,1,2,0,0,15,5,100,9,0,"i dont think misreporting should be justified at all, it is a simple task. grab a coin, flip it ten times. i guess people could lie, but why? makes no sense to me at all to lie on a task like this. that is all",FALSE,66c52738130801baec870ad5,APPROVED,2024-09-24T02:01:24.322000Z,2024-09-24T02:08:30.997000Z,70,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,60,0,0.6,114,,56,yes
24_0923_Treat1_75,63,hs04bmux,66c8abe49537b182dcbd2049,Debrief,,c6rhs6hn,63,66c8abe49537b182dcbd2049,1,10000,17,2,70,58,7,10000,1,Treatment1,0,21,10000,0,6,54,71,3,0,1,1,1,2,2,3,3,3,2,2,0,0,0,23,0,7,0,I would say that maybe certain things could be misread or misunderstood. Also people may not have expected to have extensive questioning at the end. I found it much easier to actually follow along and provide accurate results.,FALSE,66c8abe49537b182dcbd2049,APPROVED,2024-09-24T01:54:19.566000Z,2024-09-24T02:01:38.441000Z,1,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,70,0,0.7,135,,57,yes
24_0923_Treat1_75,29,j9o8czbv,66c95448a33668867394e8ee,Debrief,,c6rhs6hn,29,66c95448a33668867394e8ee,1,10000,16,2,40,24,4,10000,1,Treatment1,0,10,10000,10,5,60,75,10,0,1,1,1,2,3,1,5,5,1,2,0,0,0,0,0,11,0,"the circumstances that could be justified is if you are at school, at work, or if you do not have any change laying around or on your person, because most people nowadays do not carry change on them, most ppl just pay with credit or debit cards rather than cash. ",FALSE,66c95448a33668867394e8ee,APPROVED,2024-09-24T01:36:11.406000Z,2024-09-24T01:46:12.317000Z,0,20,Male,White,United States,United States,United States,English,Yes,Full-Time,,40,10,0.5,151,,58,yes
24_0923_Treat1_75,24,9n96dw30,66d5d10f4defd1d7b2cdd5c5,Debrief,,c6rhs6hn,24,66d5d10f4defd1d7b2cdd5c5,1,10000,15,3,70,218,7,10000,1,Treatment1,0,7,10000,10,5,8,10,6,0,2,2,1,3,2,4,4,4,3,2,0,1,0,0,0,9,0,I can think of no reason for misreporting to be justified. Maybe someone might want to be greedy and state they flipped more heads in order to get more money. I just wouldn't do it myself and don't think it's justified to do so. ,FALSE,66d5d10f4defd1d7b2cdd5c5,APPROVED,2024-09-24T01:33:52.389000Z,2024-09-24T01:43:14.546000Z,74,38,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),,70,10,0.8,126,,59,yes
24_0923_Treat1_75,62,v2oyeut1,66db721e677a3f0bf3087606,Debrief,,c6rhs6hn,62,66db721e677a3f0bf3087606,1,10000,15,2,60,55,6,10000,1,Treatment1,0,22,10000,10,5,5,15,6,0,2,5,1,2,1,4,2,5,4,1,0,0,0,0,0,5,0,"My answer was zero, so none.  It doesn't help anyone not to be honest. The only benefit would be to my ego, which I would know is a lie.  Plus, we are trading pay for honesty so it would be wrong for me to accept pay if I were not honest.",FALSE,66db721e677a3f0bf3087606,APPROVED,2024-09-24T01:54:07.829000Z,2024-09-24T02:02:08.789000Z,40,52,Male,White,United States,United States,United States,English,No,Other,,60,10,0.7,81,,60,yes
24_0923_Treat1_75,75,edeu0mbt,66e3222b1bdfe0282dd071fc,Debrief,,c6rhs6hn,75,66e3222b1bdfe0282dd071fc,1,10000,16,3,70,62,7,10000,1,Treatment1,0,25,10000,10,5,30,15,2,0,2,2,2,2,1,3,2,4,3,4,5,0,5,10,0,7,0,"I'm not sure of very many cases where misreporting could be justified, maybe if you are playing devils advocate, trying to get someone to get a correct answer by misleading them. Or maybe a detective lying to someone under investigation, those are the main two reasons that lie that come to the top of my head.",FALSE,66e3222b1bdfe0282dd071fc,APPROVED,2024-09-24T02:01:49.261000Z,2024-09-24T02:08:28.299000Z,47,20,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),,70,10,0.8,95,,61,yes
24_0923_Treat1_75,7,sc2cd1e6,66e489884c328af28fd6c164,Debrief,,c6rhs6hn,7,66e489884c328af28fd6c164,1,10000,26,1,70,26,7,10000,1,Treatment1,0,6,10000,0,7,61,60,3,0,2,2,2,2,2,2,3,4,4,4,3,0,0,0,0,22,0,There was no misreporting everything was done exactly how the study wanted me to do it. With loyalty and honesty to the fullest. I don’t like the fact that this study is asking about dishonesty multiple times,FALSE,66e489884c328af28fd6c164,APPROVED,2024-09-24T01:29:05.261000Z,2024-09-24T01:39:46.424000Z,18,34,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",,70,0,0.7,165,,62,yes
24_0923_Treat1_75,70,q4nxc9hc,66e63cfffa89e9cc7c372537,Debrief,,c6rhs6hn,70,66e63cfffa89e9cc7c372537,1,10000,5,2,40,181,4,10000,1,Treatment1,0,24,10000,10,5,60,60,7,0,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,6,0,"I don’t believe misreporting is ever justified on this task and similar ones. I see no gain for misrepresenting my answers on this task or others I’ve completed for Prolific. Wow, this is turning into an unexpected essay. ",FALSE,66e63cfffa89e9cc7c372537,APPROVED,2024-09-24T01:59:29.672000Z,2024-09-24T02:10:37.682000Z,10,60,Male,White,United States,United States,United States,English,No,Full-Time,,40,10,0.5,136,,63,yes
24_0923_Treat1_75,21,l5qcbigy,66e751acca3571686adc14d4,Debrief,,c6rhs6hn,21,66e751acca3571686adc14d4,1,10000,14,1,50,19,5,10000,1,Treatment1,0,10,10000,10,5,60,30,6,0,2,2,2,3,3,4,4,4,4,2,40,40,0,60,4,12,0,If the task of coin flipping is not carried out or when it is not done until the end or when the actual result of the coin flipping is not honestly reported can all indicate or justify misreporting of this task.,FALSE,66e751acca3571686adc14d4,APPROVED,2024-09-24T01:32:59.605000Z,2024-09-24T01:57:48.669000Z,2,20,Male,White,DATA_EXPIRED,United States,United States,English,Yes,Part-Time,,50,10,0.6,663,,64,yes
24_0923_Treat1_75,10,y97spzzb,66e9cf01ef8b8c39995496be,Debrief,,c6rhs6hn,10,66e9cf01ef8b8c39995496be,1,10000,6,1,40,19,4,10000,1,Treatment1,0,8,10000,0,7,60,38,3,0,4,2,2,3,2,3,4,4,4,2,0,0,0,0,0,44,0,Misreporting should not be  justified. Although misreporting could happen by not paying actually paying attention to the actual number of times the coin was flipped. Therefore the outcome would be considered misreported.,FALSE,66e9cf01ef8b8c39995496be,APPROVED,2024-09-24T01:30:12.848000Z,2024-09-24T01:54:42.801000Z,0,50,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,40,0,0.4,442,,65,yes
24_0923_Treat1_75,37,jldselub,66ef0bc82f0e7d846aa5bb97,Debrief,,c6rhs6hn,37,66ef0bc82f0e7d846aa5bb97,1,10000,17,3,40,51,4,10000,1,Treatment1,0,11,10000,0,4,80,72,7,0,1,1,2,2,1,3,4,4,2,3,19,10,85,20,0,9,0,I would say it could be justified if you flipped the coin too many times or did not write it down. I do not think that there is any real excuse unless the coins were never flipped in the first place..,FALSE,66ef0bc82f0e7d846aa5bb97,APPROVED,2024-09-24T01:38:33.991000Z,2024-09-24T01:43:06.907000Z,2,23,Male,White,United States,United States,United States,English,Yes,Full-Time,,40,0,0.4,72,,66,yes
24_0923_Treat1_75,67,60503t4v,66ef1299025eaa4db2127ef6,Debrief,,c6rhs6hn,67,66ef1299025eaa4db2127ef6,1,10000,6,2,40,18,4,10000,1,Treatment1,0,23,10000,0,4,82,100,9,0,2,1,2,3,1,1,3,3,4,3,25,0,12,0,0,14,1,I don't think it is justified I just didn't have a coin to flip and didn't want to download a new application for this in fear I would lose my place on the website. This is my first time doing a survey for this site.,FALSE,66ef1299025eaa4db2127ef6,APPROVED,2024-09-24T01:55:43.191000Z,2024-09-24T02:07:36.682000Z,0,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,40,0,0.4,165,,67,yes
24_0923_Treat1_75,40,c53h50f8,66f05ae0f2658a66284b4080,Debrief,,c6rhs6hn,40,66f05ae0f2658a66284b4080,1,10000,18,2,60,73,6,10000,1,Treatment1,0,14,10000,0,6,20,30,3,0,2,2,2,1,1,2,5,3,5,5,0,0,0,0,0,14,0,I don’t think it’s ever appropriate to lie unless it’s to keep someone from grave danger. Lying is not how I was raised and I don’t think it should ever be condoned. It’s messy and gets you into trouble and leaves you feeling guilty.,FALSE,66f05ae0f2658a66284b4080,APPROVED,2024-09-24T01:39:19.777000Z,2024-09-24T01:49:12.664000Z,11,34,Male,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,116,,68,yes
